Date,Daily_kWh
2010-01-01,20.404200000000024
2010-01-02,21.813933333333335
2010-01-03,34.72423333333334
2010-01-04,26.73553333333333
2010-01-05,36.99633333333334
2010-01-06,29.619666666666664
2010-01-07,29.49070000000001
2010-01-08,29.953466666666703
2010-01-09,38.948333333333274
2010-01-10,41.80776666666671
2010-01-11,25.31139999999999
2010-01-12,21.375633333333337
2010-01-14,10.308133333333338
2010-01-15,36.61266666666673
2010-01-16,35.835199999999986
2010-01-17,31.775933333333317
2010-01-18,31.35163333333338
2010-01-19,40.55846666666662
2010-01-20,39.195466666666725
2010-01-21,35.63093333333335
2010-01-22,29.84376666666663
2010-01-23,43.4751666666667
2010-01-24,37.823666666666654
2010-01-25,32.175166666666655
2010-01-26,34.45940000000002
2010-01-27,46.01503333333331
2010-01-28,35.17056666666665
2010-01-29,34.8831666666667
2010-01-30,47.37880000000006
2010-01-31,29.98660000000001
2010-02-01,28.2296333333333
2010-02-02,35.95719999999999
2010-02-03,48.38356666666666
2010-02-04,38.60450000000012
2010-02-05,34.98153333333331
2010-02-06,45.216433333333335
2010-02-07,27.09513333333333
2010-02-08,43.03730000000001
2010-02-09,40.3488666666667
2010-02-10,32.409033333333326
2010-02-11,22.829466666666672
2010-02-12,31.549966666666627
2010-02-13,39.192600000000034
2010-02-14,28.111633333333312
2010-02-15,34.95219999999998
2010-02-16,29.96260000000006
2010-02-17,34.24266666666667
2010-02-18,29.352599999999963
2010-02-19,32.559533333333334
2010-02-20,33.06213333333336
2010-02-21,45.67190000000005
2010-02-22,24.56726666666666
2010-02-23,24.35466666666663
2010-02-24,31.904633333333326
2010-02-25,31.336733333333356
2010-02-26,35.33593333333331
2010-02-27,29.417599999999965
2010-02-28,11.86110000000001
2010-03-01,21.645466666666653
2010-03-02,12.781766666666666
2010-03-03,15.597233333333378
2010-03-04,11.381333333333343
2010-03-05,18.89543333333335
2010-03-06,13.245200000000017
2010-03-07,22.874533333333314
2010-03-08,42.618299999999984
2010-03-09,29.3352
2010-03-10,30.377199999999988
2010-03-11,32.51816666666665
