Date,Daily_kWh
2007-01-01,45.81673333333329
2007-01-02,21.15393333333333
2007-01-03,16.9009
2007-01-04,54.32353333333331
2007-01-05,45.22273333333332
2007-01-06,25.1396333333333
2007-01-07,40.79366666666663
2007-01-08,37.356000000000044
2007-01-09,31.150899999999957
2007-01-10,35.91333333333336
2007-01-11,37.58656666666661
2007-01-12,24.354933333333378
2007-01-13,53.11356666666666
2007-01-14,50.130266666666635
2007-01-15,35.811300000000074
2007-01-16,28.10673333333334
2007-01-17,47.46146666666669
2007-01-18,30.35770000000002
2007-01-19,24.67399999999998
2007-01-20,52.22886666666669
2007-01-21,56.787699999999965
2007-01-22,36.34156666666665
2007-01-23,29.627333333333382
2007-01-24,49.79756666666666
2007-01-25,26.60573333333335
2007-01-26,26.96620000000002
2007-01-27,34.06786666666664
2007-01-28,51.503400000000006
2007-01-29,33.044400000000024
2007-01-30,28.46330000000001
2007-01-31,39.39586666666667
2007-02-01,30.41266666666665
2007-02-02,27.79559999999995
2007-02-03,67.16203333333333
2007-02-04,59.93233333333325
2007-02-05,27.421333333333326
2007-02-06,21.224666666666682
2007-02-07,38.8003
2007-02-08,30.023566666666692
2007-02-09,27.00329999999997
2007-02-10,47.155466666666655
2007-02-11,59.52046666666666
2007-02-12,31.293500000000016
2007-02-13,23.575766666666638
2007-02-14,41.64453333333334
2007-02-15,33.089099999999966
2007-02-16,28.37546666666666
2007-02-17,34.61519999999998
2007-02-18,63.82936666666668
2007-02-19,36.44356666666664
2007-02-20,52.49880000000001
2007-02-21,34.54789999999999
2007-02-22,56.157966666666596
2007-02-23,21.8913333333333
2007-02-24,11.91536666666666
2007-02-25,8.362333333333297
2007-02-26,9.474733333333301
2007-02-27,8.635199999999996
2007-02-28,8.679566666666647
2007-03-01,8.626066666666636
2007-03-02,8.594799999999964
2007-03-03,13.652033333333302
2007-03-04,34.84499999999994
2007-03-05,44.33886666666664
2007-03-06,20.77500000000002
2007-03-07,39.58676666666671
2007-03-08,26.202199999999987
2007-03-09,21.2102
2007-03-10,41.41186666666667
2007-03-11,58.010599999999975
2007-03-12,32.511133333333355
2007-03-13,21.502399999999998
2007-03-14,29.88939999999999
2007-03-15,31.413566666666615
2007-03-16,28.367566666666654
2007-03-17,33.80149999999993
2007-03-18,39.51743333333335
2007-03-19,35.87529999999999
2007-03-20,34.770466666666685
2007-03-21,35.70153333333333
2007-03-22,24.24963333333331
2007-03-23,21.816799999999983
2007-03-24,49.47383333333334
2007-03-25,55.60206666666662
2007-03-26,23.601366666666618
2007-03-27,18.418999999999986
2007-03-28,38.898300000000006
2007-03-29,26.50676666666667
2007-03-30,23.37323333333337
2007-03-31,58.49183333333344
2007-04-01,46.4325333333333
2007-04-02,32.679633333333385
2007-04-03,27.38033333333336
2007-04-04,34.197800000000015
2007-04-05,30.73463333333333
2007-04-06,26.685666666666666
2007-04-07,25.898733333333308
2007-04-08,26.81360000000004
2007-04-09,16.682000000000027
2007-04-10,12.956066666666672
2007-04-11,14.791366666666645
2007-04-12,8.961766666666653
2007-04-13,9.183699999999996
2007-04-14,9.237799999999973
2007-04-15,12.102733333333296
2007-04-16,15.873166666666695
2007-04-17,20.39556666666667
2007-04-18,16.63743333333332
2007-04-19,17.144300000000012
2007-04-20,13.709666666666672
2007-04-21,27.89426666666667
2007-04-22,37.2285666666666
2007-04-23,17.576099999999997
2007-04-24,17.201666666666668
2007-04-25,21.069366666666635
2007-04-26,21.25776666666671
2007-04-27,18.23886666666668
2007-04-28,0.37896666666666656
2007-04-30,7.013699999999996
2007-05-01,27.73096666666669
2007-05-02,16.72476666666661
2007-05-03,18.17063333333332
2007-05-04,16.635466666666645
2007-05-05,26.05086666666667
2007-05-06,35.035066666666715
2007-05-07,27.394399999999983
2007-05-08,29.821533333333317
2007-05-09,27.76226666666664
2007-05-10,11.798066666666708
2007-05-11,16.319233333333315
2007-05-12,24.026100000000014
2007-05-13,27.245633333333323
2007-05-14,24.463033333333353
2007-05-15,15.073200000000016
2007-05-16,28.2157333333333
2007-05-17,20.53026666666664
2007-05-18,27.19216666666667
2007-05-19,23.82403333333336
2007-05-20,32.80546666666666
2007-05-21,18.667699999999975
2007-05-22,18.880866666666673
2007-05-23,24.41559999999999
2007-05-24,19.239799999999985
2007-05-25,26.903666666666716
2007-05-26,25.204133333333335
2007-05-27,35.896800000000034
2007-05-28,27.291133333333306
2007-05-29,17.68899999999997
2007-05-30,26.831100000000024
2007-05-31,15.642500000000007
2007-06-01,17.41529999999998
2007-06-02,24.739366666666648
2007-06-03,35.133766666666624
2007-06-04,15.193633333333322
2007-06-05,24.31486666666667
2007-06-06,28.227300000000024
2007-06-07,16.416699999999985
2007-06-08,35.8007666666667
2007-06-09,17.66356666666667
2007-06-10,22.346866666666635
2007-06-11,13.244233333333288
2007-06-12,15.312766666666644
2007-06-13,15.454533333333307
2007-06-14,20.984733333333363
2007-06-15,16.493399999999937
2007-06-16,33.62936666666666
2007-06-17,32.45150000000009
2007-06-18,11.307900000000002
2007-06-19,14.039333333333337
2007-06-20,17.904766666666646
2007-06-21,13.449099999999993
2007-06-22,9.438233333333331
2007-06-23,7.959433333333283
2007-06-24,11.910933333333338
2007-06-25,17.870033333333314
2007-06-26,15.748466666666678
2007-06-27,24.680433333333315
2007-06-28,21.5906333333333
2007-06-29,21.73663333333333
2007-06-30,22.25523333333333
2007-07-01,17.111066666666698
2007-07-02,16.117199999999986
2007-07-03,17.665199999999995
2007-07-04,16.72350000000001
2007-07-05,17.621499999999987
2007-07-06,17.825400000000013
2007-07-07,22.636766666666645
2007-07-08,18.151333333333323
2007-07-09,19.669299999999996
2007-07-10,15.138733333333306
2007-07-11,12.03920000000002
2007-07-12,17.826366666666683
2007-07-13,13.23969999999999
2007-07-14,21.469499999999968
2007-07-15,15.28373333333333
2007-07-16,14.22790000000001
2007-07-17,11.993866666666667
2007-07-18,12.618033333333361
2007-07-19,11.298099999999987
2007-07-20,18.5070333333333
2007-07-21,17.670800000000003
2007-07-22,22.92956666666665
2007-07-23,16.516966666666672
2007-07-24,13.754733333333315
2007-07-25,7.876000000000033
2007-07-26,15.408333333333362
2007-07-27,20.04190000000001
2007-07-28,27.03103333333334
2007-07-29,5.351933333333321
2007-07-30,7.780266666666632
2007-07-31,13.538866666666658
2007-08-01,17.672299999999993
2007-08-02,16.990266666666642
2007-08-03,17.72273333333335
2007-08-04,19.083166666666678
2007-08-05,13.118299999999971
2007-08-06,18.162000000000084
2007-08-07,24.72633333333331
2007-08-08,18.75803333333336
2007-08-09,17.86133333333323
2007-08-10,17.133499999999998
2007-08-11,18.1941666666667
2007-08-12,20.698400000000017
2007-08-13,19.216866666666682
2007-08-14,15.686500000000063
2007-08-15,19.8643333333333
2007-08-16,15.974933333333228
2007-08-17,16.831533333333404
2007-08-18,5.799333333333289
2007-08-19,23.70490000000002
2007-08-20,22.31403333333333
2007-08-21,10.709266666666652
2007-08-22,20.163466666666647
2007-08-23,18.53853333333339
2007-08-24,27.603566666666648
2007-08-25,19.18133333333333
2007-08-26,21.915099999999985
2007-08-27,20.195499999999992
2007-08-28,16.616733333333336
2007-08-29,12.466533333333276
2007-08-30,20.04096666666668
2007-08-31,21.330366666666702
2007-09-01,28.358100000000004
2007-09-02,27.707800000000024
2007-09-03,17.31536666666666
2007-09-04,26.41573333333333
2007-09-05,20.60953333333329
2007-09-06,15.024566666666631
2007-09-07,22.274933333333305
2007-09-08,24.495866666666632
2007-09-09,27.991699999999966
2007-09-10,18.622933333333318
2007-09-11,16.392866666666674
2007-09-12,21.462733333333354
2007-09-13,19.106366666666638
2007-09-14,18.92449999999998
2007-09-15,18.255199999999977
2007-09-16,27.537066666666703
2007-09-17,24.353099999999966
2007-09-18,19.458666666666645
2007-09-19,21.644733333333352
2007-09-20,20.925533333333306
2007-09-21,20.646333333333338
2007-09-22,19.602866666666618
2007-09-23,23.632833333333384
2007-09-24,22.57550000000003
2007-09-25,29.405700000000007
2007-09-26,30.37106666666664
2007-09-27,23.209999999999976
2007-09-28,28.008299999999963
2007-09-29,38.27536666666668
2007-09-30,25.27150000000001
2007-10-01,28.682033333333322
2007-10-02,36.64773333333332
2007-10-03,21.340900000000016
2007-10-04,25.307633333333364
2007-10-05,23.234866666666704
2007-10-06,29.27066666666667
2007-10-07,35.101900000000036
2007-10-08,18.254033333333314
2007-10-09,28.130966666666634
2007-10-10,19.44953333333334
2007-10-11,28.87410000000003
2007-10-12,31.908400000000004
2007-10-13,32.11213333333331
2007-10-14,34.35419999999995
2007-10-15,21.105499999999974
2007-10-16,32.74070000000001
2007-10-17,26.282166666666665
2007-10-18,25.3088333333333
2007-10-19,34.76079999999999
2007-10-20,27.670766666666626
2007-10-21,32.365666666666726
2007-10-22,27.548266666666652
2007-10-23,32.57746666666666
2007-10-24,31.093933333333343
2007-10-25,30.898633333333287
2007-10-26,23.959466666666643
2007-10-27,29.761466666666735
2007-10-28,8.535966666666688
2007-10-29,9.090466666666636
2007-10-30,13.516799999999973
2007-10-31,21.386833333333303
2007-11-01,8.270266666666647
2007-11-02,24.060033333333376
2007-11-03,8.209166666666667
2007-11-04,24.76143333333336
2007-11-05,25.00986666666665
2007-11-06,34.7063
2007-11-07,30.74596666666667
2007-11-08,25.0176666666667
2007-11-09,36.18709999999996
2007-11-10,43.52666666666666
2007-11-11,31.45206666666661
2007-11-12,35.93576666666671
2007-11-13,36.9066333333334
2007-11-14,34.13323333333333
2007-11-15,24.866466666666632
2007-11-16,38.4959
2007-11-17,43.50156666666666
2007-11-18,36.39763333333337
2007-11-19,28.72756666666672
2007-11-20,34.93093333333334
2007-11-21,29.197266666666643
2007-11-22,32.20629999999999
2007-11-23,42.04363333333332
2007-11-24,31.650899999999993
2007-11-25,23.25996666666662
2007-11-26,26.16193333333332
2007-11-27,46.68353333333329
2007-11-28,27.41566666666666
2007-11-29,28.65383333333338
2007-11-30,38.86213333333332
2007-12-01,52.24903333333326
2007-12-02,49.10313333333334
2007-12-03,29.367666666666633
2007-12-04,34.460599999999936
2007-12-05,35.885333333333364
2007-12-06,41.46556666666659
2007-12-07,29.483600000000013
2007-12-08,36.8900666666667
2007-12-09,37.909733333333456
2007-12-10,29.312566666666644
2007-12-11,38.41840000000004
2007-12-12,26.46769999999999
2007-12-13,30.79576666666668
2007-12-14,32.91346666666663
2007-12-15,45.61460000000001
2007-12-16,46.036966666666615
2007-12-17,29.951099999999954
2007-12-18,43.719900000000045
2007-12-19,36.60086666666665
2007-12-20,32.49596666666661
2007-12-21,33.04293333333332
2007-12-22,43.52106666666659
2007-12-23,40.15079999999998
2007-12-24,37.63079999999998
2007-12-25,44.91613333333331
2007-12-26,43.00466666666665
2007-12-27,42.20330000000002
2007-12-28,51.884199999999936
2007-12-29,54.98259999999999
2007-12-30,42.64859999999998
2007-12-31,36.94236666666665
