Date,Daily_kWh
2008-01-01,45.99563333333331
2008-01-02,27.401766666666692
2008-01-03,25.168466666666635
2008-01-04,38.19753333333333
2008-01-05,36.38746666666656
2008-01-06,30.419733333333284
2008-01-07,28.263566666666694
2008-01-08,34.0591666666667
2008-01-09,29.807333333333297
2008-01-10,31.56793333333334
2008-01-11,28.430299999999992
2008-01-12,47.85680000000005
2008-01-13,48.02760000000005
2008-01-14,33.748866666666665
2008-01-15,44.781866666666694
2008-01-16,35.59753333333335
2008-01-17,26.204700000000013
2008-01-18,36.44979999999998
2008-01-19,33.005099999999985
2008-01-20,29.00613333333329
2008-01-21,30.983300000000003
2008-01-22,38.750299999999946
2008-01-23,31.371799999999965
2008-01-24,27.417033333333336
2008-01-25,37.330933333333256
2008-01-26,47.24979999999994
2008-01-27,39.696100000000015
2008-01-28,38.4699333333333
2008-01-29,44.60039999999992
2008-01-30,27.3441
2008-01-31,32.565366666666705
2008-02-01,25.5775333333333
2008-02-02,48.93389999999999
2008-02-03,34.74279999999998
2008-02-04,27.135633333333285
2008-02-05,41.207600000000056
2008-02-06,27.825666666666685
2008-02-07,25.305166666666672
2008-02-08,32.50940000000005
2008-02-09,35.037933333333335
2008-02-10,36.411900000000024
2008-02-11,28.200266666666685
2008-02-12,33.12996666666668
2008-02-13,31.674966666666705
2008-02-14,26.743699999999954
2008-02-15,33.42013333333341
2008-02-16,39.11579999999994
2008-02-17,32.2228
2008-02-18,25.240066666666657
2008-02-19,35.4486000000001
2008-02-20,37.56316666666672
2008-02-21,27.230833333333326
2008-02-22,28.87606666666666
2008-02-23,30.56616666666667
2008-02-24,21.050133333333328
2008-02-25,8.408133333333337
2008-02-26,8.451999999999943
2008-02-27,9.445333333333323
2008-02-28,8.486399999999996
2008-02-29,22.222466666666655
2008-03-01,19.0312666666667
2008-03-02,19.370433333333306
2008-03-03,17.342499999999998
2008-03-04,27.816499999999984
2008-03-05,33.9534666666667
2008-03-06,41.72013333333329
2008-03-07,31.049266666666597
2008-03-08,37.477666666666664
2008-03-09,26.0076333333333
2008-03-10,26.978100000000023
2008-03-11,36.66736666666663
2008-03-12,29.570533333333366
2008-03-13,27.925233333333342
2008-03-14,36.836999999999996
2008-03-15,26.27166666666666
2008-03-16,30.032666666666678
2008-03-17,28.448633333333344
2008-03-18,31.959433333333283
2008-03-19,21.807466666666656
2008-03-20,20.887899999999966
2008-03-21,34.44069999999997
2008-03-22,34.22526666666666
2008-03-23,38.76649999999999
2008-03-24,32.911133333333304
2008-03-25,33.59760000000004
2008-03-26,27.224533333333294
2008-03-27,22.84703333333333
2008-03-28,31.423733333333335
2008-03-29,41.185833333333306
2008-03-30,35.773199999999974
2008-03-31,22.959499999999974
2008-04-01,35.48419999999995
2008-04-02,28.194533333333318
2008-04-03,18.812599999999954
2008-04-04,27.19863333333323
2008-04-05,32.846033333333295
2008-04-06,28.27196666666667
2008-04-07,25.647300000000037
2008-04-08,44.29193333333333
2008-04-09,20.314200000000007
2008-04-10,24.62910000000002
2008-04-11,31.29439999999999
2008-04-12,46.66689999999997
2008-04-13,37.2164333333333
2008-04-14,26.493033333333354
2008-04-15,27.840099999999996
2008-04-16,24.81773333333334
2008-04-17,23.264366666666625
2008-04-18,31.039833333333316
2008-04-19,37.5618333333333
2008-04-20,29.856966666666654
2008-04-21,19.402599999999964
2008-04-22,27.127933333333335
2008-04-23,22.622133333333352
2008-04-24,17.396199999999993
2008-04-25,21.128899999999934
2008-04-26,15.05276666666664
2008-04-27,16.80399999999998
2008-04-28,10.984200000000005
2008-04-29,32.87693333333336
2008-04-30,18.36210000000001
2008-05-01,9.600233333333366
2008-05-02,24.96280000000001
2008-05-03,21.493333333333307
2008-05-04,24.516166666666688
2008-05-05,22.78219999999991
2008-05-06,29.832999999999977
2008-05-07,19.60440000000003
2008-05-08,35.278299999999945
2008-05-09,29.121199999999973
2008-05-10,31.818799999999975
2008-05-11,26.848666666666706
2008-05-12,25.403399999999994
2008-05-13,24.614899999999995
2008-05-14,26.404366666666668
2008-05-15,19.379466666666676
2008-05-16,27.467166666666653
2008-05-17,27.624233333333333
2008-05-18,30.065966666666696
2008-05-19,17.17103333333334
2008-05-20,26.35556666666662
2008-05-21,22.068533333333278
2008-05-22,16.281133333333326
2008-05-23,24.748600000000014
2008-05-24,26.336266666666642
2008-05-25,34.14173333333334
2008-05-26,21.495166666666655
2008-05-27,28.478333333333353
2008-05-28,18.572866666666663
2008-05-29,18.91793333333337
2008-05-30,23.287400000000048
2008-05-31,27.357833333333325
2008-06-01,30.81459999999997
2008-06-02,17.900199999999987
2008-06-03,26.630266666666692
2008-06-04,26.48186666666666
2008-06-05,18.667966666666658
2008-06-06,20.295233333333346
2008-06-07,31.374733333333392
2008-06-08,25.705366666666652
2008-06-09,22.09496666666664
2008-06-10,17.784833333333367
2008-06-11,18.720100000000006
2008-06-12,20.988866666666677
2008-06-13,31.23799999999998
2008-06-14,23.082000000000004
2008-06-15,38.151700000000076
2008-06-16,21.717400000000016
2008-06-17,19.084733333333364
2008-06-18,31.56013333333333
2008-06-19,26.468033333333356
2008-06-20,27.93506666666666
2008-06-21,28.904233333333355
2008-06-22,26.106933333333338
2008-06-23,20.863266666666682
2008-06-24,29.240866666666665
2008-06-25,21.029499999999977
2008-06-26,17.600333333333325
2008-06-27,29.25253333333333
2008-06-28,20.146666666666658
2008-06-29,12.48919999999999
2008-06-30,13.403266666666653
2008-07-01,20.254000000000012
2008-07-02,19.12003333333335
2008-07-03,18.305999999999994
2008-07-04,15.700333333333347
2008-07-05,24.48479999999999
2008-07-06,30.084400000000006
2008-07-07,16.38983333333329
2008-07-08,18.770233333333316
2008-07-09,15.321966666666627
2008-07-10,20.85460000000001
2008-07-11,20.9036
2008-07-12,22.14753333333334
2008-07-13,20.895900000000005
2008-07-14,18.965433333333312
2008-07-15,19.26433333333335
2008-07-16,17.95103333333335
2008-07-17,21.98536666666668
2008-07-18,21.026400000000027
2008-07-19,22.400233333333333
2008-07-20,15.692233333333329
2008-07-21,19.274633333333338
2008-07-22,12.337366666666703
2008-07-23,15.710499999999993
2008-07-24,18.22416666666664
2008-07-25,14.425566666666708
2008-07-26,13.594733333333318
2008-07-27,19.12326666666663
2008-07-28,13.763399999999985
2008-07-29,19.442633333333315
